,text,category,label
4750,please turn off the light in the upstairs bedroom,iot_hue_lightoff,iot_hue_lightoff
4751,please turn bedroom lights off,iot_hue_lightoff,iot_hue_lightoff
4752,switch the lights to off,iot_hue_lightoff,iot_hue_lightoff
4753,please turn off the lights in bedroom,iot_hue_lightoff,iot_hue_lightoff
4754,i want the light to be switched off,iot_hue_lightoff,iot_hue_lightoff
4755,turn off the bathroom lights,iot_hue_lightoff,iot_hue_lightoff
4756,please shut off the kitchen lights,iot_hue_lightoff,iot_hue_lightoff
4757,cease operating lights,iot_hue_lightoff,iot_hue_lightoff
4758,turn off the garage light,iot_hue_lightoff,iot_hue_lightoff
4759,please set the lights off in the living room,iot_hue_lightoff,iot_hue_lightoff
4760,turn off the light,iot_hue_lightoff,iot_hue_lightoff
4761,turn off room lights,iot_hue_lightoff,iot_hue_lightoff
4762,lights off,iot_hue_lightoff,iot_hue_lightoff
4763,please turn off the lights in patio,iot_hue_lightoff,iot_hue_lightoff
4764,turn off garage light,iot_hue_lightoff,iot_hue_lightoff
4765,switch off the light,iot_hue_lightoff,iot_hue_lightoff
4766,by remote sensor,iot_hue_lightoff,iot_hue_lightoff
4767,turn off the lights in the living room please,iot_hue_lightoff,iot_hue_lightoff
4768,turn office lights off,iot_hue_lightoff,iot_hue_lightoff
4769,shut off the lights in the bedroom,iot_hue_lightoff,iot_hue_lightoff
4770,please turn off the lights in the bedroom,iot_hue_lightoff,iot_hue_lightoff
4771,shut off the lights,iot_hue_lightoff,iot_hue_lightoff
4772,turn off all lights,iot_hue_lightoff,iot_hue_lightoff
4773,turn light off,iot_hue_lightoff,iot_hue_lightoff
4774,can you please switch off the lights,iot_hue_lightoff,iot_hue_lightoff
4775,this room lights off,iot_hue_lightoff,iot_hue_lightoff
4776,please turn off kitchen light for me,iot_hue_lightoff,iot_hue_lightoff
4777,turn off the light in the kitchen,iot_hue_lightoff,iot_hue_lightoff
4778,turn off the lamps,iot_hue_lightoff,iot_hue_lightoff
4779,turn house lights off,iot_hue_lightoff,iot_hue_lightoff
4780,turn my bedroom lights off,iot_hue_lightoff,iot_hue_lightoff
4781,can you please turn off the lights in this room,iot_hue_lightoff,iot_hue_lightoff
4782,turn off the lamp in the living room,iot_hue_lightoff,iot_hue_lightoff
4783,turn off the upstairs lights,iot_hue_lightoff,iot_hue_lightoff
4784,turn off lights in all bathrooms,iot_hue_lightoff,iot_hue_lightoff
4785,turn off the light in the living room,iot_hue_lightoff,iot_hue_lightoff
4786,turns my son's room lights off,iot_hue_lightoff,iot_hue_lightoff
4787,switch off light,iot_hue_lightoff,iot_hue_lightoff
4788,turn lights off in bedroom,iot_hue_lightoff,iot_hue_lightoff
4789,can you turn my bedroom lights off,iot_hue_lightoff,iot_hue_lightoff
4790,kindly switch off the light in the drawing hall,iot_hue_lightoff,iot_hue_lightoff
4791,close the light,iot_hue_lightoff,iot_hue_lightoff
4792,please turn off the light,iot_hue_lightoff,iot_hue_lightoff
4793,turn off the light in the bathroom,iot_hue_lightoff,iot_hue_lightoff
4794,time to sleep,iot_hue_lightoff,iot_hue_lightoff
4795,turn the lights off in the bedroom,iot_hue_lightoff,iot_hue_lightoff
4796,can you make the lights go out,iot_hue_lightoff,iot_hue_lightoff
4797,switch off the light on the left,iot_hue_lightoff,iot_hue_lightoff
4798,turn off bedroom lights in ten seconds,iot_hue_lightoff,iot_hue_lightoff
4799,could you turn off light,iot_hue_lightoff,iot_hue_lightoff
4800,please turn off the lamp,iot_hue_lightoff,iot_hue_lightoff
4801,light off living room,iot_hue_lightoff,iot_hue_lightoff
4802,bed room two lights off,iot_hue_lightoff,iot_hue_lightoff
4803,turn off smart lamp in den,iot_hue_lightoff,iot_hue_lightoff
4804,please turn off kitchen light,iot_hue_lightoff,iot_hue_lightoff
4805,all lights has to be turned off during the day,iot_hue_lightoff,iot_hue_lightoff
4806,turn all lights off during the day,iot_hue_lightoff,iot_hue_lightoff
4807,turn off my bedside lamp please,iot_hue_lightoff,iot_hue_lightoff
4808,turn off one light in my bedroom,iot_hue_lightoff,iot_hue_lightoff
4809,please switch off the light,iot_hue_lightoff,iot_hue_lightoff
4810,desk lamp one off,iot_hue_lightoff,iot_hue_lightoff
4811,shut off lights,iot_hue_lightoff,iot_hue_lightoff
4812,off lights,iot_hue_lightoff,iot_hue_lightoff
4813,turn off the lights in the bedroom,iot_hue_lightoff,iot_hue_lightoff
4814,shutoff light in the kitchen,iot_hue_lightoff,iot_hue_lightoff
4815,turn the security light off,iot_hue_lightoff,iot_hue_lightoff
4816,bedroom light off,iot_hue_lightoff,iot_hue_lightoff
4817,please turn off all the lights in the house,iot_hue_lightoff,iot_hue_lightoff
4818,turn the lights off to my room,iot_hue_lightoff,iot_hue_lightoff
4819,please turn off the light of my son's room,iot_hue_lightoff,iot_hue_lightoff
4820,turn off overhead light,iot_hue_lightoff,iot_hue_lightoff
4821,turn the kitchen lights off,iot_hue_lightoff,iot_hue_lightoff
4822,turn lights in the room off,iot_hue_lightoff,iot_hue_lightoff
4823,by switch off,iot_hue_lightoff,iot_hue_lightoff
4824,turn off the lights in the living room,iot_hue_lightoff,iot_hue_lightoff
4825,will you please turn the lights off,iot_hue_lightoff,iot_hue_lightoff
4826,turn off lights,iot_hue_lightoff,iot_hue_lightoff
4827,turn off the nearest light to me,iot_hue_lightoff,iot_hue_lightoff
4828,no lights,iot_hue_lightoff,iot_hue_lightoff
4829,hey turn on disco lights in my apartment and let the party begin,iot_hue_lighton,iot_hue_lighton
4830,overhead lights on please,iot_hue_lighton,iot_hue_lighton
4831,switch on light,iot_hue_lighton,iot_hue_lighton
4832,please turn the lights on,iot_hue_lighton,iot_hue_lighton
4833,turn on the lights that are outdoors,iot_hue_lighton,iot_hue_lighton
4834,i can't see anything,iot_hue_lighton,iot_hue_lighton
4835,it is dark,iot_hue_lighton,iot_hue_lighton
4836,clap on,iot_hue_lighton,iot_hue_lighton
4837,i want to turn on the blue lights,iot_hue_lighton,iot_hue_lighton
4838,turn on hall lights,iot_hue_lighton,iot_hue_lighton
4839,turn the lights on,iot_hue_lighton,iot_hue_lighton
4840,turn the lights on brighter,iot_hue_lighton,iot_hue_lighton
4841,it's too dark here,iot_hue_lighton,iot_hue_lighton
4842,it's too dark i can't even see my hands,iot_hue_lighton,iot_hue_lighton
4843,turn on the lights,iot_hue_lighton,iot_hue_lighton
4844,turn on the lamp,iot_hue_lighton,iot_hue_lighton
4845,please turn on the lights in my house,iot_hue_lighton,iot_hue_lighton
4846,lights out,iot_hue_lighton,iot_hue_lighton
4847,please turn on all the outdoor lights,iot_hue_lighton,iot_hue_lighton
4848,and the light began,iot_hue_lighton,iot_hue_lighton
4849,switch on all the lights,iot_hue_lighton,iot_hue_lighton
4850,light up the lights in the kitchen,iot_hue_lighton,iot_hue_lighton
4851,turn the lights on full bright,iot_hue_lighton,iot_hue_lighton
4852,it's dark in here,iot_hue_lighton,iot_hue_lighton
4853,and the darkness has fallen,iot_hue_lighton,iot_hue_lighton
4854,can you put the lights on the high setting,iot_hue_lighton,iot_hue_lighton
4855,lights on,iot_hue_lighton,iot_hue_lighton
4856,switch on the lights,iot_hue_lighton,iot_hue_lighton
4857,turn all lights on,iot_hue_lighton,iot_hue_lighton
4858,It's too dark in here,iot_hue_lighton,iot_hue_lighton
4859,please turn on my balcony lights,iot_hue_lighton,iot_hue_lighton
4860,turn corner light on,iot_hue_lighton,iot_hue_lighton
4861,turn on all upstairs lights,iot_hue_lighton,iot_hue_lighton
4862,it's awfully dark here,iot_hue_lighton,iot_hue_lighton
4863,put the disco lights on,iot_hue_lighton,iot_hue_lighton
4864,i need more light,iot_hue_lightup,iot_hue_lightup
4865,make the light more visible,iot_hue_lightup,iot_hue_lightup
4866,olly brighten the lights,iot_hue_lightup,iot_hue_lightup
4867,can you adjust the lighting for me to be brighter,iot_hue_lightup,iot_hue_lightup
4868,increase the intensity of the lighting in the room,iot_hue_lightup,iot_hue_lightup
4869,i need some more lights,iot_hue_lightup,iot_hue_lightup
4870,can you brighten up the lights please,iot_hue_lightup,iot_hue_lightup
4871,light colour for study room,iot_hue_lightup,iot_hue_lightup
4872,make it brighter in here,iot_hue_lightup,iot_hue_lightup
4873,make lights brightener,iot_hue_lightup,iot_hue_lightup
4874,can you increase the brightness in the room,iot_hue_lightup,iot_hue_lightup
4875,make the lights brighter,iot_hue_lightup,iot_hue_lightup
4876,increase the brightness of the lights,iot_hue_lightup,iot_hue_lightup
4877,can you make the room brighter,iot_hue_lightup,iot_hue_lightup
4878,increase light brightness,iot_hue_lightup,iot_hue_lightup
4879,can you please turn up the lights,iot_hue_lightup,iot_hue_lightup
4880,turn the chandelier all the way up,iot_hue_lightup,iot_hue_lightup
4881,make it brighter in here please,iot_hue_lightup,iot_hue_lightup
4882,increase the brightness of lights bedroom,iot_hue_lightup,iot_hue_lightup
4883,increase the brightness of the light it is hard to see down here,iot_hue_lightup,iot_hue_lightup
4884,raise lights to full power,iot_hue_lightup,iot_hue_lightup
4885,more light please,iot_hue_lightup,iot_hue_lightup
4886,make it brighter,iot_hue_lightup,iot_hue_lightup
4887,bring up all the runner lights,iot_hue_lightup,iot_hue_lightup
4888,slightly raise the light,iot_hue_lightup,iot_hue_lightup
4889,lights up,iot_hue_lightup,iot_hue_lightup
4890,please raise the lights to max,iot_hue_lightup,iot_hue_lightup
4891,please increase the light,iot_hue_lightup,iot_hue_lightup
4892,brighten the lights a little bit,iot_hue_lightup,iot_hue_lightup
4893,increase lighting,iot_hue_lightup,iot_hue_lightup
4894,brighten of lights in living room,iot_hue_lightup,iot_hue_lightup
4895,please make the room brighter,iot_hue_lightup,iot_hue_lightup
4896,retrieve the light for me,iot_hue_lightup,iot_hue_lightup
4897,make this room brighter,iot_hue_lightup,iot_hue_lightup
4898,every light of room increase its intensity,iot_hue_lightup,iot_hue_lightup
4899,brighten the lights in this room,iot_hue_lightup,iot_hue_lightup
4900,please turn up the light a little,iot_hue_lightup,iot_hue_lightup
4901,hey olly turn up the lights a little,iot_hue_lightup,iot_hue_lightup
4902,pull up lights control,iot_hue_lightup,iot_hue_lightup
4903,raise living room lights half way,iot_hue_lightup,iot_hue_lightup
4904,turn up the brightness of the lights,iot_hue_lightup,iot_hue_lightup
4905,it is too dark in here increase the brightness of the lights,iot_hue_lightup,iot_hue_lightup
4906,a little brighter thanks,iot_hue_lightup,iot_hue_lightup
4907,i need the lights raised can you do that,iot_hue_lightup,iot_hue_lightup
4908,increase the light a little,iot_hue_lightup,iot_hue_lightup
4909,brighten up the lighting,iot_hue_lightup,iot_hue_lightup
4910,brighten the lamp next to the sofa,iot_hue_lightup,iot_hue_lightup
4911,turn up the lights please,iot_hue_lightup,iot_hue_lightup
4912,please turn the lights up,iot_hue_lightup,iot_hue_lightup
4913,increase the light,iot_hue_lightup,iot_hue_lightup
4914,add light,iot_hue_lightup,iot_hue_lightup
4915,i can't see turn up the lights,iot_hue_lightup,iot_hue_lightup
4916,lights brighter,iot_hue_lightup,iot_hue_lightup
4917,please put all the lights,iot_hue_lightup,iot_hue_lightup
4918,turn up the brightness,iot_hue_lightup,iot_hue_lightup
4919,raise the lamp's light,iot_hue_lightup,iot_hue_lightup
4920,brighten the lights in the hallway,iot_hue_lightup,iot_hue_lightup
4921,increase lights please,iot_hue_lightup,iot_hue_lightup
4922,switch up the color of the lights in the house,iot_hue_lightup,iot_hue_lightup
4923,brighten the lights in living room,iot_hue_lightup,iot_hue_lightup
4924,turn up the lights in the living room,iot_hue_lightup,iot_hue_lightup
4925,it's a bit dark increase lighting,iot_hue_lightup,iot_hue_lightup
4926,please brighten the lights,iot_hue_lightup,iot_hue_lightup
4927,raise the brightness of the lights,iot_hue_lightup,iot_hue_lightup
4928,up the brightness on these lights,iot_hue_lightup,iot_hue_lightup
4929,turn up lights,iot_hue_lightup,iot_hue_lightup
4930,raise lights,iot_hue_lightup,iot_hue_lightup
4931,can you brighten the lights for me,iot_hue_lightup,iot_hue_lightup
4932,give me more light,iot_hue_lightup,iot_hue_lightup
4933,please set the brightness of lightness appropriately in kitchen,iot_hue_lightup,iot_hue_lightup
4934,more bright,iot_hue_lightup,iot_hue_lightup
4935,brighten the light of hall,iot_hue_lightup,iot_hue_lightup
4936,please turn the lights brighter,iot_hue_lightup,iot_hue_lightup
4937,please raise the light i am not comfortable at this,iot_hue_lightup,iot_hue_lightup
4938,increase light intensity,iot_hue_lightup,iot_hue_lightup
4939,brighten lights in living room,iot_hue_lightup,iot_hue_lightup
4940,can you turn the lights up,iot_hue_lightup,iot_hue_lightup
4941,brighter,iot_hue_lightup,iot_hue_lightup
4942,brighten up the room,iot_hue_lightup,iot_hue_lightup
4943,can we turn up the lights,iot_hue_lightup,iot_hue_lightup
4944,please brighten the room,iot_hue_lightup,iot_hue_lightup
4945,brighten lights,iot_hue_lightup,iot_hue_lightup
4946,please turn up the lights in this room,iot_hue_lightup,iot_hue_lightup
4947,i want more light,iot_hue_lightup,iot_hue_lightup
4948,make the light more brighter,iot_hue_lightup,iot_hue_lightup
4949,please turn the lights up to eight,iot_hue_lightup,iot_hue_lightup
4950,brighten the lights please,iot_hue_lightup,iot_hue_lightup
4951,more lights please,iot_hue_lightup,iot_hue_lightup
4952,bring up lights,iot_hue_lightup,iot_hue_lightup
4953,change up the light colors at home,iot_hue_lightup,iot_hue_lightup
4954,connect to lights,iot_hue_lightup,iot_hue_lightup
4955,increase light,iot_hue_lightup,iot_hue_lightup
4956,make the room brighter,iot_hue_lightup,iot_hue_lightup
4957,spread some lights,iot_hue_lightup,iot_hue_lightup
4958,can you bright the lights please,iot_hue_lightup,iot_hue_lightup
4959,can the lights be turned up,iot_hue_lightup,iot_hue_lightup
4960,make the ceiling lights brighter,iot_hue_lightup,iot_hue_lightup
4961,brighten more light,iot_hue_lightup,iot_hue_lightup
4962,turn out the lights,iot_hue_lightup,iot_hue_lightup
4963,i can't see let's make it brighter,iot_hue_lightup,iot_hue_lightup
4964,brighten the lights on the front porch,iot_hue_lightup,iot_hue_lightup
4965,turn up the lights in here please,iot_hue_lightup,iot_hue_lightup
4966,can you raise the lights for me please,iot_hue_lightup,iot_hue_lightup
4967,set lights to full power,iot_hue_lightup,iot_hue_lightup
4968,turn the lights up,iot_hue_lightup,iot_hue_lightup
4969,turn up the lights,iot_hue_lightup,iot_hue_lightup
4970,brighten my bedroom light,iot_hue_lightup,iot_hue_lightup
4971,please make arrangements to make the hall so brighter,iot_hue_lightup,iot_hue_lightup
4972,increase the brightness in this room,iot_hue_lightup,iot_hue_lightup
4973,turn the lights higher,iot_hue_lightup,iot_hue_lightup
4974,turn up the light,iot_hue_lightup,iot_hue_lightup
4975,turn the lights brighter,iot_hue_lightup,iot_hue_lightup
4976,please increase the brightness in this room,iot_hue_lightup,iot_hue_lightup
4977,its dark in here mind turning up the light intensity,iot_hue_lightup,iot_hue_lightup
4978,raise the light,iot_hue_lightup,iot_hue_lightup
4979,increase brightness in the room,iot_hue_lightup,iot_hue_lightup
4980,do more light,iot_hue_lightup,iot_hue_lightup
4981,i want to bright the room more,iot_hue_lightup,iot_hue_lightup
4982,set lights brightness higher,iot_hue_lightup,iot_hue_lightup
4983,please increase the light of table lamp,iot_hue_lightup,iot_hue_lightup
4984,please turn up the screen brightness all the way,iot_hue_lightup,iot_hue_lightup
4985,increase the bright of the light,iot_hue_lightup,iot_hue_lightup
4986,please olly put on multi colored lightning in my apartment set for festival diwali,iot_hue_lightup,iot_hue_lightup
4987,i want to raise the light,iot_hue_lightup,iot_hue_lightup
4988,brighten light,iot_hue_lightup,iot_hue_lightup
4989,more light,iot_hue_lightup,iot_hue_lightup
4990,i want the smart socket off now,iot_wemo_off,iot_wemo_off
4991,power down the plug socket one,iot_wemo_off,iot_wemo_off
4992,power off on,iot_wemo_off,iot_wemo_off
4993,switch off the plug socket,iot_wemo_off,iot_wemo_off
4994,please make the smart socket turn off,iot_wemo_off,iot_wemo_off
4995,turn off bedroom fan,iot_wemo_off,iot_wemo_off
4996,turn off my wifi,iot_wemo_off,iot_wemo_off
4997,i'd like you to shut off my smart plug socket now please,iot_wemo_off,iot_wemo_off
4998,please power down,iot_wemo_off,iot_wemo_off
4999,please turn off the plug socket of my phone when it'll be charged,iot_wemo_off,iot_wemo_off
5000,please turn off the smart socket,iot_wemo_off,iot_wemo_off
5001,off mobile charger plug,iot_wemo_off,iot_wemo_off
5002,turn the plug off,iot_wemo_off,iot_wemo_off
5003,turn off kettle socket,iot_wemo_off,iot_wemo_off
5004,deactivate smart plug socket,iot_wemo_off,iot_wemo_off
5005,please turn off the smart plug socket,iot_wemo_off,iot_wemo_off
5006,turn off plug,iot_wemo_off,iot_wemo_off
5007,turn off the lamp socket,iot_wemo_off,iot_wemo_off
5008,turn off the socket,iot_wemo_off,iot_wemo_off
5009,please turn off the wemo plug socket,iot_wemo_off,iot_wemo_off
5010,turn off smart socket,iot_wemo_off,iot_wemo_off
5011,turn off the wemo plug socket,iot_wemo_off,iot_wemo_off
5012,can you please turn off my wemo plug,iot_wemo_off,iot_wemo_off
5013,outlet off,iot_wemo_off,iot_wemo_off
5014,turn off sockets,iot_wemo_off,iot_wemo_off
5015,turn the wemo off,iot_wemo_off,iot_wemo_off
5016,turn off my wemo socket,iot_wemo_off,iot_wemo_off
5017,turn off the smart socket,iot_wemo_off,iot_wemo_off
5018,please turn off wemo socket,iot_wemo_off,iot_wemo_off
5019,shut off the socket,iot_wemo_off,iot_wemo_off
5020,turn off the wemo plug,iot_wemo_off,iot_wemo_off
5021,turn socket off,iot_wemo_off,iot_wemo_off
5022,disable my okug,iot_wemo_off,iot_wemo_off
5023,hello i want to turn off my wemo plug,iot_wemo_off,iot_wemo_off
5024,power off the wemo plug,iot_wemo_off,iot_wemo_off
5025,stop powering the wemo socket,iot_wemo_off,iot_wemo_off
5026,switch off the power,iot_wemo_off,iot_wemo_off
5027,switch off the wemo plug socket,iot_wemo_off,iot_wemo_off
5028,turn off the tv in,iot_wemo_off,iot_wemo_off
5029,switch wemo plug socket off,iot_wemo_off,iot_wemo_off
5030,please turn off the wemo plug,iot_wemo_off,iot_wemo_off
5031,power off please,iot_wemo_off,iot_wemo_off
5032,shut down the plug,iot_wemo_off,iot_wemo_off
5033,please mark the wemo socket to off,iot_wemo_off,iot_wemo_off
5034,wemo plug socket off,iot_wemo_off,iot_wemo_off
5035,the wemo plug should be turned off on,iot_wemo_off,iot_wemo_off
5036,turn off the fan,iot_wemo_off,iot_wemo_off
5037,disable smart socket,iot_wemo_off,iot_wemo_off
5038,keep the socket in off condition,iot_wemo_off,iot_wemo_off
5039,turn off my wemo plug,iot_wemo_off,iot_wemo_off
5040,switch off the smart plug socket now,iot_wemo_off,iot_wemo_off
5041,make the smart socket turn off,iot_wemo_off,iot_wemo_off
5042,can you please turn off the wemo plug socket,iot_wemo_off,iot_wemo_off
5043,i want you to turn off the plug socket before the cellphone is charged,iot_wemo_off,iot_wemo_off
5044,turn off the fan in the master bedroom,iot_wemo_off,iot_wemo_off
5045,switch off the plug point,iot_wemo_off,iot_wemo_off
5046,off the plug,iot_wemo_off,iot_wemo_off
5047,shut down sps,iot_wemo_off,iot_wemo_off
5048,turn off the wemo socket in the kitchen,iot_wemo_off,iot_wemo_off
5049,i want the wemo socket off,iot_wemo_off,iot_wemo_off
5050,smart plug socket off please,iot_wemo_off,iot_wemo_off
5051,turn off my wemo plug socket now,iot_wemo_off,iot_wemo_off
5052,turn off the smart plug,iot_wemo_off,iot_wemo_off
5053,can you turn off on the wemo plug socket,iot_wemo_off,iot_wemo_off
5054,shut off my living room plug socket,iot_wemo_off,iot_wemo_off
5055,i would love the wemo socket to not be active right now,iot_wemo_off,iot_wemo_off
5056,off all type of active devices,iot_wemo_off,iot_wemo_off
5057,turn off my smart plug socket,iot_wemo_off,iot_wemo_off
5058,turn off smart plug socket,iot_wemo_off,iot_wemo_off
5059,switch off wemo,iot_wemo_off,iot_wemo_off
5060,turn off on wemo outlet,iot_wemo_off,iot_wemo_off
5061,socket off,iot_wemo_off,iot_wemo_off
5062,cut wemo power please,iot_wemo_off,iot_wemo_off
5063,will you please turn off the smart plug,iot_wemo_off,iot_wemo_off
5064,turn wemo plug socket off,iot_wemo_off,iot_wemo_off
5065,if idle then turn off else turn on,iot_wemo_off,iot_wemo_off
5066,please turn socket off,iot_wemo_off,iot_wemo_off
5067,can you turn off wemo plug socket,iot_wemo_off,iot_wemo_off
5068,turn off on the socket,iot_wemo_off,iot_wemo_off
5069,turn off wemo socket,iot_wemo_off,iot_wemo_off
5070,turn off my wemo plug socket,iot_wemo_off,iot_wemo_off
5071,turn off wemo plug in game room,iot_wemo_off,iot_wemo_off
5072,Switch off the smart socket,iot_wemo_off,iot_wemo_off
5073,can you turn off the smart socket,iot_wemo_off,iot_wemo_off
5074,turn off socket,iot_wemo_off,iot_wemo_off
5075,mute your android phone when you arrive at work,iot_wemo_off,iot_wemo_off
5076,disable wemo socket,iot_wemo_off,iot_wemo_off
5077,turn off wemo,iot_wemo_off,iot_wemo_off
5078,switch off the wemo plug,iot_wemo_off,iot_wemo_off
5079,turn on wemo plug in game room,iot_wemo_on,iot_wemo_on
5080,i'd like you to turn turn on the tv,iot_wemo_on,iot_wemo_on
5081,turn wemo on,iot_wemo_on,iot_wemo_on
5082,turn on the plug socket one,iot_wemo_on,iot_wemo_on
5083,switch on the wemo plug,iot_wemo_on,iot_wemo_on
5084,turn on plug,iot_wemo_on,iot_wemo_on
5085,switch the smart plug socket,iot_wemo_on,iot_wemo_on
5086,switch on the plug,iot_wemo_on,iot_wemo_on
5087,wemo plug socket turn on,iot_wemo_on,iot_wemo_on
5088,turn on socket,iot_wemo_on,iot_wemo_on
5089,please turn on my wemo plug socket,iot_wemo_on,iot_wemo_on
5090,start the smart plug,iot_wemo_on,iot_wemo_on
5091,turn on living room radio,iot_wemo_on,iot_wemo_on
5092,turn on the wemo plug socket to plug in my dongle,iot_wemo_on,iot_wemo_on
5093,turn on kitchen light,iot_wemo_on,iot_wemo_on
5094,please switch on my wemo plug socket,iot_wemo_on,iot_wemo_on
5095,turn on the wemo,iot_wemo_on,iot_wemo_on
5096,start the laundry,iot_wemo_on,iot_wemo_on
5097,turn on the smart plug,iot_wemo_on,iot_wemo_on
5098,turn on the smart charger,iot_wemo_on,iot_wemo_on
5099,please turn on my door lock,iot_wemo_on,iot_wemo_on
5100,turn on the socket,iot_wemo_on,iot_wemo_on
5101,could you please turn on the plug,iot_wemo_on,iot_wemo_on
5102,make the socket available for me,iot_wemo_on,iot_wemo_on
5103,turn my smart plug socket on,iot_wemo_on,iot_wemo_on
5104,turn on wemo,iot_wemo_on,iot_wemo_on
5105,turn wemo plug socket on,iot_wemo_on,iot_wemo_on
5106,wemo socket on,iot_wemo_on,iot_wemo_on
5107,turn on the geyser,iot_wemo_on,iot_wemo_on
5108,flip the wemo on,iot_wemo_on,iot_wemo_on
5109,turn on the fan socket,iot_wemo_on,iot_wemo_on
5110,turn on my plug,iot_wemo_on,iot_wemo_on
5111,power up the plug socket one,iot_wemo_on,iot_wemo_on
5112,on the plug,iot_wemo_on,iot_wemo_on
5113,turn on new smart socket,iot_wemo_on,iot_wemo_on
5114,turn my bathroom plug socket on,iot_wemo_on,iot_wemo_on
5115,activate the wemo plug socket,iot_wemo_on,iot_wemo_on
5116,please turn on wemo socket,iot_wemo_on,iot_wemo_on
5117,can you turn on the wemo plug socket,iot_wemo_on,iot_wemo_on
5118,please turn on my smart plug socket,iot_wemo_on,iot_wemo_on
5119,if switch is on then turn on else turn off,iot_wemo_on,iot_wemo_on
5120,turn on the wemo plug,iot_wemo_on,iot_wemo_on
5121,turn my plug on,iot_wemo_on,iot_wemo_on
5122,i need to turn on the plug in my office for my computer,iot_wemo_on,iot_wemo_on
5123,start the oven,iot_wemo_on,iot_wemo_on
5124,on mobile charger plug,iot_wemo_on,iot_wemo_on
5125,enable smart socket,iot_wemo_on,iot_wemo_on
5126,turn on when plugged in else turn off,iot_wemo_on,iot_wemo_on
5127,times clapping sound times,iot_wemo_on,iot_wemo_on
5128,turn the smart plug on,iot_wemo_on,iot_wemo_on
5129,turn on the tv socket when i arrive home,iot_wemo_on,iot_wemo_on
5130,enable my plug,iot_wemo_on,iot_wemo_on
5131,wemo plug socket on,iot_wemo_on,iot_wemo_on
5132,turn on my son's room plug socket on off,iot_wemo_on,iot_wemo_on
5133,please turn on the wemo plug socket,iot_wemo_on,iot_wemo_on
5134,turn on the light socket,iot_wemo_on,iot_wemo_on
5135,switch on smart plug,iot_wemo_on,iot_wemo_on
5136,outlet on,iot_wemo_on,iot_wemo_on
5137,turn on this socket,iot_wemo_on,iot_wemo_on
5138,turn on the rice cooker socket,iot_wemo_on,iot_wemo_on
5139,turn on the wemo plug socket,iot_wemo_on,iot_wemo_on
5140,turn on my wemo socket,iot_wemo_on,iot_wemo_on
5141,enable wemo,iot_wemo_on,iot_wemo_on
5142,power on wemo,iot_wemo_on,iot_wemo_on
5143,turn on switch of wemo socket,iot_wemo_on,iot_wemo_on
5144,please turn on the smart socket,iot_wemo_on,iot_wemo_on
5145,turn on smart socket in dining room,iot_wemo_on,iot_wemo_on
5146,make the wemo plug socket turned on,iot_wemo_on,iot_wemo_on
5147,power yourself on,iot_wemo_on,iot_wemo_on
5323,i finished my to do list,lists_query,lists_query
5324,list the items on my shopping list,lists_query,lists_query
5325,what are all my lists,lists_query,lists_query
5326,display my list,lists_query,lists_query
5327,what kind of lists do i have saved,lists_query,lists_query
5328,read out my list for today,lists_query,lists_query
5329,to do list for today please,lists_query,lists_query
5330,can i know what i on the list,lists_query,lists_query
5331,any sport event is on my list,lists_query,lists_query
5332,tell me the list about,lists_query,lists_query
5333,please provide the contents of the list,lists_query,lists_query
5334,how many lists are open,lists_query,lists_query
5335,get me to my friends list,lists_query,lists_query
5336,tell me what is next on my query,lists_query,lists_query
5337,tell me my list names,lists_query,lists_query
5338,tell me what's on my holiday list,lists_query,lists_query
5339,what is on this specific list,lists_query,lists_query
5340,read out the list,lists_query,lists_query
5341,what is my grocery list,lists_query,lists_query
5342,open my list,lists_query,lists_query
5343,what are the current lists i have,lists_query,lists_query
5344,count the number of food items on the list,lists_query,lists_query
5345,what are my lists so far,lists_query,lists_query
5346,can you tell me what the items on my grocery list are,lists_query,lists_query
5347,make a list of all the clothing range available on ralph and lauren,lists_query,lists_query
5348,can you please tell me what i have on my list,lists_query,lists_query
5349,can you find my lists,lists_query,lists_query
5350,what is available in your stock of lists,lists_query,lists_query
5351,do i have anything on the list,lists_query,lists_query
5352,pull up the shopping list,lists_query,lists_query
5353,can you read me my lists,lists_query,lists_query
5354,list items on my work list,lists_query,lists_query
5355,what is on my rap playlist,lists_query,lists_query
5356,what does the list contain,lists_query,lists_query
5357,what are the list of things i need to buy today,lists_query,lists_query
5358,what do i need to get done today,lists_query,lists_query
5359,what do i need to complete first from the list,lists_query,lists_query
5360,whats on my shopping list,lists_query,lists_query
5361,whats on your list right now,lists_query,lists_query
5362,what's next on the list,lists_query,lists_query
5363,tell me what is on my list,lists_query,lists_query
5364,let me hear my list,lists_query,lists_query
5365,i do have a to do list for today don't i,lists_query,lists_query
5366,how many eggs are on my grocery list,lists_query,lists_query
5367,open the list,lists_query,lists_query
5368,give me lists,lists_query,lists_query
5369,what else do i have on the list,lists_query,lists_query
5370,what are all the lists i have available,lists_query,lists_query
5371,give me the list of the top five safest cars to buy,lists_query,lists_query
5372,what's in my list of tasks,lists_query,lists_query
5373,list things on my list,lists_query,lists_query
5374,what's on the grocery list,lists_query,lists_query
5375,give me the shopping list,lists_query,lists_query
5376,what are listed,lists_query,lists_query
5377,will you please show me my lists,lists_query,lists_query
5378,did i make a shopping list,lists_query,lists_query
5379,read the list,lists_query,lists_query
